NM_BAIRRO,POPULTOT,AreaKm2_p8,DnsPKm2_p8,geometry
Cristo Redentor,651,0.07213562,9024.66770231,"POLYGON ((-51.154160789534295 -30.0024796406972, -51.1540438384173 -30.0052963403326, -51.15404368598689 -30.0058675945854, -51.1540205179734 -30.0063071172264, -51.154486147715296 -30.0063489883092, -51.154667620480005 -30.0063596051886, -51.154815078085896 -30.0065002152442, -51.1548215999691 -30.006693332949503, -51.1546844631757 -30.007840514199398, -51.1546260911091 -30.0083288101457, -51.1546437235238 -30.008329692116803, -51.155072993675795 -30.0083219686871, -51.1551399355533 -30.008317814239597, -51.1555100032476 -30.007958667578098, -51.1557428017209 -30.007635314205796, -51.155863267001095 -30.0070909917121, -51.155937602623496 -30.0068860466313, -51.1558907358311 -30.006754343595098, -51.1554322469367 -30.005975163374902, -51.1551889762957 -30.00556573511, -51.155021596645796 -30.0052825609503, -51.15501123415479 -30.004621073491304, -51.155006563671 -30.0042853656328, -51.155010296406296 -30.004019136943903, -51.1550231295692 -30.002938882802898, -51.1550529672486 -30.002532767181, -51.154160789534295 -30.0024796406972))"
Cristo Redentor,637,0.06152299,10353.85308809,"POLYGON ((-51.157222862548196 -30.006060686189898, -51.1567108779278 -30.0060684088285, -51.156412228643006 -30.006052518983, -51.156132858051 -30.006428271103402, -51.1558907358311 -30.006754343595098, -51.155937602623496 -30.0068860466313, -51.155863267001095 -30.0070909917121, -51.1557428017209 -30.007635314205796, -51.1555100032476 -30.007958667578098, -51.1551399355533 -30.008317814239597, -51.1554732034388 -30.008297131462495, -51.155902583682696 -30.008359796662997, -51.1567149704177 -30.008666571323403, -51.1571347713311 -30.008571314314903, -51.1576946176306 -30.0085155966699, -51.1580305015954 -30.008467364713095, -51.158841347355896 -30.008469090844795, -51.1584034899272 -30.008278304437898, -51.157983015082095 -30.0079476076989, -51.157776920267004 -30.0074515042018, -51.1576826121741 -30.006828923121695, -51.1575794978183 -30.006537553382596, -51.1574390388993 -30.0062353986527, -51.1574015852355 -30.006156027300896, -51.157222862548196 -30.006060686189898))"
Cristo Redentor,702,0.06590272,10652.06413332,"POLYGON ((-51.1593826161609 -30.0052169010177, -51.1590675780585 -30.0053255757795, -51.1585523880976 -30.0054137339763, -51.1574459416708 -30.005355496797897, -51.1572530733286 -30.0053503120552, -51.157222862548196 -30.006060686189898, -51.1574015852355 -30.006156027300896, -51.1574390388993 -30.0062353986527, -51.1575794978183 -30.006537553382596, -51.1576826121741 -30.006828923121695, -51.157776920267004 -30.0074515042018, -51.157983015082095 -30.0079476076989, -51.1584034899272 -30.008278304437898, -51.158841347355896 -30.008469090844795, -51.1596058982704 -30.008022363205896, -51.158979987938096 -30.007613404432995, -51.1597160503121 -30.0068797222383, -51.1596318850703 -30.006769724605004, -51.1595755352327 -30.0065468864238, -51.15950005724359 -30.006034383312603, -51.1593826161609 -30.0052169010177))"
Cristo Redentor,699,0.08477689,8245.17153201,"POLYGON ((-51.163553089935 -30.0066782316662, -51.1631694468531 -30.006567759614004, -51.162734953310604 -30.006546637323005, -51.1622828680978 -30.0065471941505, -51.16170665640679 -30.006732904843094, -51.1612157181229 -30.007072828609598, -51.1605862552008 -30.006390437947, -51.160081657989004 -30.0066202746419, -51.1597160503121 -30.0068797222383, -51.158979987938096 -30.007613404432995, -51.1596058982704 -30.008022363205896, -51.158841347355896 -30.008469090844795, -51.1590478198651 -30.008532923972094, -51.15947731615049 -30.0086659688163, -51.15995346319979 -30.0087917360696, -51.1605519283803 -30.0088929865344, -51.1608692250362 -30.0088926000416, -51.1614145878193 -30.0088576406881, -51.1618825078601 -30.008736921322598, -51.1618534741783 -30.008386021754397, -51.16184713232939 -30.008312028261006, -51.1618373524125 -30.008036791612597, -51.16170422188301 -30.007786974918204, -51.162055509466 -30.007649370806195, -51.1624348292817 -30.007534292613496, -51.1628131497099 -30.0074426783821, -51.16312422030369 -30.007442294147, -51.163358627382095 -30.007529513667002, -51.1634332126406 -30.007439204387303, -51.1634754385406 -30.007171157313003, -51.163553089935 -30.0066782316662))"
Cristo Redentor,444,0.05246396,8462.95247252,"POLYGON ((-51.163358627382095 -30.007529513667002, -51.16312422030369 -30.007442294147, -51.1628131497099 -30.0074426783821, -51.1624348292817 -30.007534292613496, -51.162055509466 -30.007649370806195, -51.16170422188301 -30.007786974918204, -51.1618373524125 -30.008036791612597, -51.16184713232939 -30.008312028261006, -51.1618534741783 -30.008386021754397, -51.1618825078601 -30.008736921322598, -51.161885205594 -30.008769525994296, -51.1618579003668 -30.0091946155476, -51.1617561799064 -30.009769603751103, -51.161616757818 -30.0101163170812, -51.161411701938306 -30.0102744976179, -51.1610014670049 -30.0105159541723, -51.1608150099802 -30.010634403088694, -51.1606566649319 -30.010824111395795, -51.160586501067 -30.0110290037652, -51.1620935331877 -30.011258239221302, -51.1624327624727 -30.011313326943792, -51.162575952043596 -30.0102089767864, -51.162660095950194 -30.009560016558897, -51.162800758454296 -30.008475156414498, -51.1628423114097 -30.0081546790745, -51.163358627382095 -30.007529513667002))"
Sarandi,566,0.05306873,10665.41445405,"POLYGON ((-51.1191433108226 -29.989909948112594, -51.1189214695339 -29.9922461299317, -51.1188290301834 -29.992973602302598, -51.118979381023195 -29.992990605227796, -51.1193361065695 -29.993058870200198, -51.1196130957778 -29.993204817771304, -51.11969078652881 -29.993262870206696, -51.1200437382483 -29.993526604391803, -51.120609173568695 -29.993857291143602, -51.1212657886401 -29.994139159070198, -51.12193464510101 -29.994254960272794, -51.1221359366035 -29.994225689901903, -51.1221776047573 -29.993700626985692, -51.12212662530929 -29.993553580574495, -51.12210692002869 -29.993549981979502, -51.1215908829144 -29.9929223477, -51.1213069403749 -29.992535797465205, -51.1211820505014 -29.992633937034007, -51.1210802887569 -29.993354191379304, -51.1208240847267 -29.9932515458466, -51.1207938456583 -29.993108985234404, -51.1204847560846 -29.9929964603575, -51.120434996277005 -29.993000115566502, -51.1203820890744 -29.992973090072404, -51.1203550854448 -29.992933406552698, -51.1203550090183 -29.992870234601007, -51.120209815700896 -29.9928306586883, -51.1202283485393 -29.992724151839802, -51.120053061405 -29.9926611392464, -51.1199774025821 -29.9926810620534, -51.1195646847914 -29.992605629846896, -51.1196638253046 -29.9914215157269, -51.119736510443005 -29.990654360807298, -51.1191433108226 -29.989909948112594))"
Sarandi,704,0.19936757,3531.16607681,"POLYGON ((-51.1158423936697 -29.986067930879, -51.11580837644009 -29.986234013052698, -51.11580854660549 -29.9863802111672, -51.1158439266925 -29.987384616281798, -51.1166929708203 -29.9873757469709, -51.116606322946005 -29.988631142794798, -51.1165387673723 -29.990256529224197, -51.1163665127739 -29.992801980658903, -51.1180451395543 -29.992884953421502, -51.1188290301834 -29.992973602302598, -51.1189214695339 -29.9922461299317, -51.1191433108226 -29.989909948112594, -51.1191876653583 -29.989442856254403, -51.1193710873736 -29.987650408936798, -51.1183701432215 -29.9872054952239, -51.1183483518749 -29.987195681007503, -51.1167302623699 -29.9864669385001, -51.1158423936697 -29.986067930879))"
Sarandi,561,0.19805424,2832.55738428,"POLYGON ((-51.1152299716 -29.9859216095972, -51.1150465831735 -29.988174061477398, -51.113553260990194 -29.9881988250472, -51.113511271362796 -29.9891247753816, -51.113431624613796 -29.991101226665297, -51.113358601536596 -29.992531848089104, -51.1137692481992 -29.992606235800597, -51.1146225942203 -29.992693036568895, -51.116305366214895 -29.992798958248596, -51.1163665127739 -29.992801980658903, -51.1165387673723 -29.990256529224197, -51.116606322946005 -29.988631142794798, -51.1166929708203 -29.9873757469709, -51.1158439266925 -29.987384616281798, -51.11580854660549 -29.9863802111672, -51.11580837644009 -29.986234013052698, -51.1158423936697 -29.986067930879, -51.1158185751055 -29.9860622400931, -51.1152299716 -29.9859216095972))"
Sarandi,506,0.04480992,11292.14245417,"POLYGON ((-51.1140723274869 -29.9855954967185, -51.1136336707644 -29.986460613417094, -51.113582195000504 -29.9867747132031, -51.113584845641 -29.986846128150702, -51.1135982389225 -29.987206976964295, -51.113553260990194 -29.9881988250472, -51.1150465831735 -29.988174061477398, -51.1152299716 -29.9859216095972, -51.115070888367896 -29.9858836010675, -51.114517144395 -29.985747810931098, -51.1140723274869 -29.9855954967185))"
Sarandi,506,0.04673545,10826.89906698,"POLYGON ((-51.111925597943596 -29.984666327765098, -51.1118012320939 -29.984992974043102, -51.1114368960737 -29.9855040733749, -51.111155239778896 -29.9857903899658, -51.111091526260196 -29.985959298125902, -51.111038440519806 -29.9861000314415, -51.1109909175856 -29.986190335511594, -51.1113652167096 -29.9862973948607, -51.113584845641 -29.986846128150702, -51.113582195000504 -29.9867747132031, -51.1136336707644 -29.986460613417094, -51.1140723274869 -29.9855954967185, -51.1139519323227 -29.985554271004492, -51.1122799846 -29.9848247108057, -51.111925597943596 -29.984666327765098))"
Sarandi,368,0.01172724,31379.93253315,"POLYGON ((-51.1133517747788 -29.989262988395698, -51.113418647436596 -29.9879029265832, -51.113455919588695 -29.986950801075302, -51.1132277561241 -29.9868706779982, -51.11312605375071 -29.986776909438397, -51.1131004186501 -29.987025107437695, -51.1130755586823 -29.987514773641895, -51.1132784184302 -29.987662090526495, -51.113165044063095 -29.990067238541503, -51.1131064132956 -29.991385779677195, -51.113099345966596 -29.991552740412402, -51.1130618400854 -29.9923036173161, -51.11313450782129 -29.992387483670097, -51.1132008001001 -29.992335084343495, -51.1133517747788 -29.989262988395698))"
Sarandi,803,0.01302683,61642.01114162,"POLYGON ((-51.1130755586823 -29.987514773641895, -51.1130537748183 -29.987943849904298, -51.113013227394894 -29.988754292040003, -51.112878377188 -29.991426585297695, -51.1128334312675 -29.992017733501, -51.112813009599094 -29.9922939029866, -51.1129271429229 -29.992374124212, -51.112996584501495 -29.992356015686394, -51.1130618400854 -29.9923036173161, -51.113099345966596 -29.991552740412402, -51.1131064132956 -29.991385779677195, -51.113165044063095 -29.990067238541503, -51.1132784184302 -29.987662090526495, -51.1130755586823 -29.987514773641895))"
Sarandi,384,0.23186907,1656.10704351,"POLYGON ((-51.1109909175856 -29.986190335511594, -51.1108108518875 -29.986532500103504, -51.110663988692494 -29.986843971340004, -51.1104489112315 -29.987343210774, -51.110333118651596 -29.9876293868005, -51.1092663934824 -29.9904955777536, -51.108944360917604 -29.991545611095695, -51.1129873296362 -29.992422805466397, -51.113337870775595 -29.992528092758796, -51.113358601536596 -29.992531848089104, -51.113431624613796 -29.991101226665297, -51.113511271362796 -29.9891247753816, -51.113553260990194 -29.9881988250472, -51.1135982389225 -29.987206976964295, -51.113584845641 -29.986846128150702, -51.1113652167096 -29.9862973948607, -51.1109909175856 -29.986190335511594), (-51.113013227394894 -29.988754292040003, -51.1130537748183 -29.987943849904298, -51.1130755586823 -29.987514773641895, -51.1131004186501 -29.987025107437695, -51.11312605375071 -29.986776909438397, -51.1132277561241 -29.9868706779982, -51.113455919588695 -29.986950801075302, -51.113418647436596 -29.9879029265832, -51.1133517747788 -29.989262988395698, -51.1132008001001 -29.992335084343495, -51.11313450782129 -29.992387483670097, -51.1130618400854 -29.9923036173161, -51.112996584501495 -29.992356015686394, -51.1129271429229 -29.992374124212, -51.112813009599094 -29.9922939029866, -51.1128334312675 -29.992017733501, -51.112878377188 -29.991426585297695, -51.113013227394894 -29.988754292040003))"
Sarandi,990,0.98363071,1006.47528583,"POLYGON ((-51.1129873296362 -29.992422805466397, -51.1130345299302 -29.992903774991003, -51.1131471100926 -29.9934406408507, -51.1133012689597 -29.994071326487298, -51.1134659385567 -29.9948256395037, -51.113617800205006 -29.995256883558103, -51.1137638684462 -29.995633999217695, -51.1141346103299 -29.9965911721726, -51.1158347790356 -30.000895313315397, -51.1161662978149 -30.001701865931196, -51.116185189201296 -30.0017478268182, -51.1167479369581 -30.003460292911296, -51.117350642142895 -30.0052943512094, -51.1171605482242 -30.0058820186917, -51.11709178593429 -30.006042732426497, -51.1169940669999 -30.006271124688098, -51.11712226625959 -30.006684544180104, -51.117124165403794 -30.0066843340623, -51.119331202625396 -30.006253691786302, -51.120285955912 -30.0060678221728, -51.123763290613596 -30.0039121204035, -51.1237598826891 -30.0038811462224, -51.123484126292595 -30.0038845370655, -51.123682397348496 -30.0015677468081, -51.123817323686595 -30.0000117856751, -51.123954126183 -29.999132664725803, -51.1241544734769 -29.9984953421771, -51.1243567465175 -29.9981422598901, -51.1224009333079 -29.998258730495497, -51.1222856467639 -29.998095492630902, -51.1209430918776 -29.998186974566096, -51.11969078652881 -29.993262870206696, -51.1196130957778 -29.993204817771304, -51.1193361065695 -29.993058870200198, -51.118979381023195 -29.992990605227796, -51.1188290301834 -29.992973602302598, -51.1180451395543 -29.992884953421502, -51.1163665127739 -29.992801980658903, -51.116305366214895 -29.992798958248596, -51.1146225942203 -29.992693036568895, -51.1137692481992 -29.992606235800597, -51.113358601536596 -29.992531848089104, -51.113337870775595 -29.992528092758796, -51.1129873296362 -29.992422805466397), (-51.11798929812969 -29.9997876932196, -51.120317126758906 -29.9992650795409, -51.121833896270296 -30.003416792814498, -51.121532051317004 -30.0041688167524, -51.119589499933696 -30.0046218181222, -51.11798929812969 -29.9997876932196))"
Rubem Berta,1381,0.13780163,10021.65213866,"POLYGON ((-51.1167479369581 -30.003460292911296, -51.1165823347805 -30.003545169587007, -51.1161388565734 -30.0038018578154, -51.113956296613495 -30.003841662071597, -51.1136193149438 -30.003841952371797, -51.11363828387069 -30.004109063043803, -51.112632538876895 -30.0041261686933, -51.112632604311095 -30.004183925824, -51.112824099803895 -30.006637544187196, -51.1139015747834 -30.006759349079697, -51.1143888914499 -30.006737268986793, -51.114636592180005 -30.0066350767331, -51.11513580210119 -30.006139194310393, -51.115422895042094 -30.006030649035296, -51.1164608149409 -30.006024323137396, -51.11709178593429 -30.006042732426497, -51.1171605482242 -30.0058820186917, -51.117350642142895 -30.0052943512094, -51.1167479369581 -30.003460292911296))"
Rubem Berta,1704,0.10316799,16516.75098061,"POLYGON ((-51.0870642237363 -30.0220857825683, -51.0870055725766 -30.0222279682076, -51.0863650362095 -30.022634844950797, -51.08643384016101 -30.0227937344798, -51.0862640785649 -30.022952140404996, -51.086163120920396 -30.024033829453497, -51.0862135997427 -30.024560251457096, -51.0861198533584 -30.0249280257337, -51.0861414871394 -30.0252958000102, -51.086767514676296 -30.0254228984733, -51.08766531658661 -30.025458954775004, -51.087928527588396 -30.025293095787497, -51.089774610231295 -30.024730617482202, -51.08992013121121 -30.024396082608895, -51.09091708795101 -30.024044533668103, -51.0913908458383 -30.0238757979822, -51.09135086588601 -30.0234000828754, -51.0903421926458 -30.023836661416098, -51.0896942945073 -30.024140327161998, -51.08974334892051 -30.023338012531898, -51.0888702618119 -30.0234793852955, -51.088584049340696 -30.0235012363299, -51.08771065289479 -30.0232960593673, -51.087161128374 -30.0222549911469, -51.0870642237363 -30.0220857825683))"
